Measure Mode: wall_time
Thread ID: 47046120247500
Fiber ID: 47046130648440
Total: 93.356253
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.001     0.000     0.000     0.001       37   ActiveRecord::ConnectionAdapters::PostgreSQL::OID::TypeMapInitializer#alias_type
  0.00      0.000     0.000     0.000     0.000        8   ActionDispatch::Routing::Mapper#initialize
  0.00      0.000     0.000     0.000     0.000        6   FFI::DynamicLibrary#find_function
  0.00      0.000     0.000     0.000     0.000       10   ScoutApm::Config::BooleanCoercion#coerce
  0.00      0.444     0.000     0.000     0.443        7   ActiveSupport::EachTimeWithZone#each
  0.00      0.007     0.000     0.000     0.007        1   <Class::ActiveRecord::StatementCache>#create
  0.00      0.000     0.000     0.000     0.000       31   <Class::ExcavationSiteCategory>#__callbacks
  0.00      0.007     0.000     0.000     0.007        1   ActiveRecord::Migrator#initialize
  0.00      0.001     0.000     0.000     0.001        5   <Module::Psych>#parse_stream
  0.00      0.000     0.000     0.000     0.000       37   Treetop::Compiler::ParsingExpression#begin_comment
  0.00      0.000     0.000     0.000     0.000       35   Mime::Mimes#<<
  0.00      0.000     0.000     0.000     0.000       39   Symbol#empty?
  0.00      0.000     0.000     0.000     0.000       17   Listen::Record#_auto_hash
  0.00      0.000     0.000     0.000     0.000       18   Concurrent::Utility::EngineDetector#on_jruby?
  0.00      0.000     0.000     0.000     0.000       19   <Class::Termlist>#defined_enums
  0.00      0.008     0.000     0.000     0.008        1   Sprockets::Railtie#build_environment
  0.00      0.003     0.000     0.000     0.003        2   Listen::Backend#initialize
  0.00      0.000     0.000     0.000     0.000        6   Rails::Engine#middleware
  0.00      0.000     0.000     0.000     0.000       14   Treetop::Compiler::ParsingExpression#extend_result
  0.00      0.001     0.000     0.000     0.001        5   Module#attr_internal_accessor
  0.00      0.000     0.000     0.000     0.000       32   Arel::Nodes::UnqualifiedColumn#name
  0.00      0.000     0.000     0.000     0.000        1   Sprockets::Manifest#initialize
  0.00      0.000     0.000     0.000     0.000        4   FFI::StructLayoutBuilder#add
  0.00      0.000     0.000     0.000     0.000       16   <Class::#<Class:0x0055939205b9e8>>#__callbacks
  0.00      0.000     0.000     0.000     0.000       45   Bundler::Dependency#current_env?
  0.00      0.000     0.000     0.000     0.000        2   <Class::Rake::FileList>#glob
  0.00      0.000     0.000     0.000     0.000        6   Hash#length
  0.00      0.000     0.000     0.000     0.000        6   FFI::FunctionType#initialize
  0.00     91.845     0.000     0.000    91.845    80791  *MonitorMixin#mon_synchronize
  0.00      0.000     0.000     0.000     0.000        3   <Object::OpenStruct>#job_stats
  0.00      0.000     0.000     0.000     0.000        5   ERB::Compiler::Buffer#initialize
  0.00      0.000     0.000     0.000     0.000       14   Treetop::Compiler::Metagrammar::Sequence1#inline_module_name
  0.00      0.001     0.000     0.000     0.001        5   ActiveSupport::Logger#add
  0.00      0.052     0.000     0.000     0.052        1   ActiveRecord::ConnectionAdapters::ConnectionPool#new_connection
  0.00      0.000     0.000     0.000     0.000       28   ActionDispatch::MiddlewareStack::Middleware#initialize
  0.00      0.000     0.000     0.000     0.000        2   <Module::SecureRandom>#gen_random
  0.00      0.000     0.000     0.000     0.000        1   Nokogiri::VersionInfo#to_hash
  0.00      0.000     0.000     0.000     0.000       17   ActiveRecord::Reflection::AssociationReflection#collection?
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::Reflection::BelongsToReflection#calculate_constructable
  0.00      0.000     0.000     0.000     0.000       30   ActionDispatch::Routing::Mapper::Resources::Resource#resource_scope
  0.00      0.000     0.000     0.000     0.000       30   <Module::Rails::Generators>#aliases
  0.00      0.000     0.000     0.000     0.000        1   Rake::TestTask#define
  0.00      0.000     0.000     0.000     0.000        4   Gem::Dependency#initialize
  0.00      0.002     0.000     0.000     0.002       16   Rails::Paths::Root#autoload_paths
  0.00      0.000     0.000     0.000     0.000       28   Treetop::Compiler::Sequence#sequence_element_accessor_module_name
  0.00      0.195     0.000     0.000     0.195        1   Treetop::Compiler::Metagrammar#_nt_treetop_file
  0.00      0.000     0.000     0.000     0.000        5   ActiveModel::Validator#initialize
  0.00      0.000     0.000     0.000     0.000        5   ActiveModel::Validations::HelperMethods#_merge_attributes
  0.00      0.000     0.000     0.000     0.000       17   Listen::Record#initialize
  0.00      0.000     0.000     0.000     0.000       32   ActiveRecord::ReadonlyAttributes::ClassMethods#readonly_attributes
  0.00      0.000     0.000     0.000     0.000        9   ActiveRecord::Reflection::AssociationReflection#valid_inverse_reflection?
  0.00      0.000     0.000     0.000     0.000       16   Rails::Engine#_all_autoload_once_paths
  0.00      0.000     0.000     0.000     0.000       10   Rake::TaskManager#lookup_in_scope
  0.00      0.004     0.000     0.000     0.004       12   Treetop::Compiler::Metagrammar::SequencePrimary5#compile
  0.00      0.002     0.000     0.000     0.002        6   <Class::ActiveRecord::Associations::Builder::BelongsTo>#define_accessors
  0.00      0.000     0.000     0.000     0.000       11   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_extensions
  0.00      0.000     0.000     0.000     0.000       10   ActiveRecord::ConnectionAdapters::PostgreSQL::OID::SpecializedString#initialize
  0.00      0.000     0.000     0.000     0.000       29   FactoryBot::Registry#registered?
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#logger
  0.00      0.002     0.000     0.000     0.002        2   Rails::Application#secrets
  0.00      0.000     0.000     0.000     0.000       37   Treetop::Compiler::ParsingExpression#end_comment
  0.00      0.000     0.000     0.000     0.000        4   Kernel#with_warnings
  0.00      0.000     0.000     0.000     0.000        7   Enumerable#min
  0.00      0.000     0.000     0.000     0.000       17   <Class::ActiveRecord::Associations::Builder::Association>#define_validations
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::ConnectionAdapters::PostgreSQL::SchemaStatements#quoted_scope
  0.00      0.000     0.000     0.000     0.000        1   Array#keep_if
  0.00      0.050     0.000     0.000     0.050        2   Listen::Adapter::Base#configure
  0.00      0.001     0.000     0.000     0.001       13   Rake::DSL#file_create
  0.00      0.000     0.000     0.000     0.000       16   Arel::UpdateManager#key=
  0.00      0.000     0.000     0.000     0.000       11   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#valid_options
  0.00      0.002     0.000     0.000     0.002        2   ActionDispatch::Routing::Mapper::Base#mount
  0.00      0.001     0.000     0.000     0.001        1   Sass::Version#version
  0.00      0.000     0.000     0.000     0.000        3   ActionDispatch::Routing::RouteSet::NamedRouteCollection#initialize
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Scoping::Named::ClassMethods#scope
  0.00      0.000     0.000     0.000     0.000       42   ActionDispatch::Journey::Nodes::Star#type
  0.00      0.000     0.000     0.000     0.000        4   Listen::Silencer#_init_ignores
  0.00      0.003     0.000     0.000     0.003        3   Rails::Application::Configuration#session_store
  0.00      0.000     0.000     0.000     0.000        5   <Module::FileTest>#exist?
  0.00      0.000     0.000     0.000     0.000        5   ERB::Compiler::Buffer#close
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::Concern#class_methods
  0.00      0.000     0.000     0.000     0.000       16   Enumerable#reduce
  0.00      0.000     0.000     0.000     0.000       16   TZInfo::TimezonePeriod#utc_total_offset
  0.00      0.052     0.000     0.000     0.052        1   ActiveRecord::ConnectionHandling#postgresql_connection
  0.00      0.000     0.000     0.000     0.000        1   <Class::FFI::Struct>#array_layout
  0.00      0.000     0.000     0.000     0.000        1   Sprockets::Rails::QuietAssets#initialize
  0.00     91.846     0.000     0.000    91.845        1   Rake::Application#invoke_task
  0.00      0.001     0.000     0.000     0.001        4   Rake::DSL#directory
  0.00      0.004     0.000     0.000     0.004       15   Rails::Engine#has_migrations?
  0.00      0.000     0.000     0.000     0.000        4   ActiveModel::Callbacks#_define_before_model_callback
  0.00      0.000     0.000     0.000     0.000        1   Rails::Railtie::Configuration#before_initialize
  0.00      0.000     0.000     0.000     0.000       53   Rational#to_f
  0.00      0.000     0.000     0.000     0.000        4   Float#to_r
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActionDispatch::Routing::RouteSet>#new_with_config
  0.00      0.000     0.000     0.000     0.000        1   Rake::Application#parse_task_string
  0.00      0.006     0.000     0.000     0.005        5   <Module::Psych>#load
  0.00      0.000     0.000     0.000     0.000        7   <Class::File>#executable?
  0.00      0.000     0.000     0.000     0.000        1   <Module::Zlib>#crc32
  0.00      0.000     0.000     0.000     0.000       17   ActiveSupport::Callbacks::CallbackSequence#before
  0.00      0.000     0.000     0.000     0.000       12   <Class::ActiveRecord::Base>#table_name_prefix
  0.00      0.000     0.000     0.000     0.000       28   ActionDispatch::MiddlewareStack#build_middleware
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::TaggedLogging::Formatter#current_tags
  0.00      0.000     0.000     0.000     0.000       18   Psych::TreeBuilder#end_mapping
  0.00      0.004     0.000     0.000     0.004       14  *Treetop::Compiler::Metagrammar::Choice2#inline_modules
  0.00      0.194     0.000     0.000     0.194        1   Treetop::Compiler::Metagrammar#_nt_declaration_sequence
  0.00      0.000     0.000     0.000     0.000       26   ActiveRecord::Reflection::AssociationReflection#has_scope?
  0.00      0.000     0.000     0.000     0.000        3   Material#depth
  0.00      0.000     0.000     0.000     0.000        4   <Module::Listen::Adapter>#_log
  0.00      0.000     0.000     0.000     0.000        6   <Class::ScoutApm::Utils::Time>#to_s
  0.00      0.001     0.000     0.000     0.001        8   ScoutApm::AgentContext#logger
  0.00      0.001     0.000     0.000     0.001       13   Set#|
  0.00      0.000     0.000     0.000     0.000        2   MessagePack::Factory#unpacker
  0.00      0.000     0.000     0.000     0.000       95   String#ends_with?
  0.00      0.002     0.000     0.000     0.002        1   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#add_pg_decoders
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::StatementPool#initialize
  0.00      0.000     0.000     0.000     0.000       17   ScoutApm::AgentContext#environment
  0.00      0.000     0.000     0.000     0.000        2   Rails::Configuration::MiddlewareStackProxy#use
  0.00      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::Associations::Builder::SingularAssociation>#valid_options
  0.00      0.043     0.000     0.000     0.043        2   <Module::Timeout>#timeout
  0.00      0.000     0.000     0.000     0.000        4   Thor::Option#human_name
  0.00      0.000     0.000     0.000     0.000       13   NilClass#duplicable?
  0.00      0.000     0.000     0.000     0.000      140   Float#hash
  0.00      0.000     0.000     0.000     0.000       13   Treetop::Compiler::RubyBuilder#reset_addresses
  0.00      0.000     0.000     0.000     0.000       13   ActiveRecord::Relation::QueryAttribute#with_cast_value
  0.00      0.000     0.000     0.000     0.000       11   Rails::Railtie::Configuration#eager_load_namespaces
  0.00     87.348     0.000     0.000    87.348        1   Object#import_material
  0.00      0.001     0.000     0.000     0.001       16   Arel::Table#from
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Reflection::ClassMethods#reflect_on_all_associations
  0.00      0.000     0.000     0.000     0.000       13   FactoryBot::DeclarationList#declare_attribute
  0.00      0.002     0.000     0.000     0.002        1   ActiveSupport::EventedFileUpdateChecker#execute
  0.00      0.000     0.000     0.000     0.000        4   ScoutApm::Logger#log_level_from_opts
  0.00      0.019     0.000     0.000     0.019        1   ActiveRecord::ConnectionAdapters::ConnectionHandler#establish_connection
